name,weight,treatment,lipid,lipid_class,area,batch
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.0037,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00474,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00319,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00524,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00369,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00856,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00379,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00423,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00619,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:4_FA18:1)+NH4,TAG,0.00472,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:4_FA18:2)+NH4,TAG,0.0191,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:4_FA18:2)+NH4,TAG,0.0111,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:4_FA18:2)+NH4,TAG,0.0105,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:4_FA18:2)+NH4,TAG,0.0141,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:4_FA18:2)+NH4,TAG,0.00765,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:4_FA18:2)+NH4,TAG,0.0185,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:4_FA18:2)+NH4,TAG,0.0266,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:4_FA18:2)+NH4,TAG,0.0105,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:4_FA18:2)+NH4,TAG,0.00912,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:4_FA18:2)+NH4,TAG,0.00946,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.0196,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.0081,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.00951,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.0881,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.012,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.00893,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.0131,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.0139,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.00952,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:4_FA18:2)+NH4,TAG,0.0113,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:4_FA18:3)+NH4,TAG,0.00949,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:4_FA18:3)+NH4,TAG,0.00577,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:4_FA18:3)+NH4,TAG,0.00485,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:4_FA18:3)+NH4,TAG,0.0069,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:4_FA18:3)+NH4,TAG,0.00689,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:4_FA18:3)+NH4,TAG,0.00352,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:4_FA18:3)+NH4,TAG,0.0103,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:4_FA18:3)+NH4,TAG,0.00507,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:4_FA18:3)+NH4,TAG,0.00542,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:4_FA18:3)+NH4,TAG,0.00561,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00536,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00413,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00513,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00852,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00458,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00901,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00602,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00617,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.0049,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:4_FA18:3)+NH4,TAG,0.00875,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:4_FA20:3)+NH4,TAG,0.00451,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:4_FA20:3)+NH4,TAG,0.00369,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:4_FA20:3)+NH4,TAG,0.00448,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:4_FA20:3)+NH4,TAG,0.00496,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:4_FA20:3)+NH4,TAG,0.00383,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:4_FA20:3)+NH4,TAG,0.00598,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:4_FA20:3)+NH4,TAG,0.0078,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:4_FA20:3)+NH4,TAG,0.00368,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:4_FA20:3)+NH4,TAG,0.00386,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:4_FA20:3)+NH4,TAG,0.00328,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00317,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00226,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00344,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00465,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00548,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00487,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00323,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00425,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00791,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:4_FA20:3)+NH4,TAG,0.00567,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:4_FA20:4)+NH4,TAG,0.0653,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:4_FA20:4)+NH4,TAG,0.0633,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:4_FA20:4)+NH4,TAG,0.0387,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:4_FA20:4)+NH4,TAG,0.05,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:4_FA20:4)+NH4,TAG,0.0441,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:4_FA20:4)+NH4,TAG,0.036,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:4_FA20:4)+NH4,TAG,0.107,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:4_FA20:4)+NH4,TAG,0.0524,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:4_FA20:4)+NH4,TAG,0.04,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:4_FA20:4)+NH4,TAG,0.0517,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.067,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0487,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0532,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0399,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0501,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0797,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0491,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0593,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0613,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:4_FA20:4)+NH4,TAG,0.0413,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:4_FA22:4)+NH4,TAG,0.00428,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:4_FA22:4)+NH4,TAG,0.00158,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:4_FA22:4)+NH4,TAG,0.00228,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:4_FA22:4)+NH4,TAG,0.00298,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:4_FA22:4)+NH4,TAG,0.00283,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:4_FA22:4)+NH4,TAG,0.00235,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:4_FA22:4)+NH4,TAG,0.00314,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:4_FA22:4)+NH4,TAG,0.00208,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:4_FA22:4)+NH4,TAG,0.0036,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:4_FA22:4)+NH4,TAG,0.00228,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.0014,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00397,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00141,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00317,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00142,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00159,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00125,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00481,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.0024,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:4_FA22:4)+NH4,TAG,0.00309,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA14:0)+NH4,TAG,0.00491,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA14:0)+NH4,TAG,0.00245,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA14:0)+NH4,TAG,0.00257,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA14:0)+NH4,TAG,0.00273,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA14:0)+NH4,TAG,0.00288,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA14:0)+NH4,TAG,0.0022,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA14:0)+NH4,TAG,0.00274,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA14:0)+NH4,TAG,0.0025,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA14:0)+NH4,TAG,0.00121,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA14:0)+NH4,TAG,0.00306,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00333,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00161,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00188,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00197,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00398,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00322,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00174,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00337,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00235,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA14:0)+NH4,TAG,0.00313,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA16:0)+NH4,TAG,0.00843,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA16:0)+NH4,TAG,0.00816,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA16:0)+NH4,TAG,0.00515,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA16:0)+NH4,TAG,0.00843,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA16:0)+NH4,TAG,0.00643,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA16:0)+NH4,TAG,0.0147,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA16:0)+NH4,TAG,0.0158,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA16:0)+NH4,TAG,0.00563,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA16:0)+NH4,TAG,0.00573,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA16:0)+NH4,TAG,0.00632,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00766,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00573,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00588,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.0123,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00643,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00789,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00685,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00778,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00678,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA16:0)+NH4,TAG,0.00543,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA16:1)+NH4,TAG,0.00522,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA16:1)+NH4,TAG,0.00572,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA16:1)+NH4,TAG,0.00568,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA16:1)+NH4,TAG,0.00331,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA16:1)+NH4,TAG,0.00295,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA16:1)+NH4,TAG,0.00247,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA16:1)+NH4,TAG,0.00527,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA16:1)+NH4,TAG,0.00438,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA16:1)+NH4,TAG,0.00333,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA16:1)+NH4,TAG,0.00366,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00367,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00397,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00387,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00335,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00276,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00247,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00206,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00683,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00484,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA16:1)+NH4,TAG,0.00481,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA18:2)+NH4,TAG,0.00557,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA18:2)+NH4,TAG,0.0025,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA18:2)+NH4,TAG,0.00496,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA18:2)+NH4,TAG,0.0064,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA18:2)+NH4,TAG,0.00132,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA18:2)+NH4,TAG,0.00487,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA18:2)+NH4,TAG,0.00531,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA18:2)+NH4,TAG,0.00343,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA18:2)+NH4,TAG,0.00278,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA18:2)+NH4,TAG,0.00241,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00716,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.0035,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00652,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00303,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00212,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00505,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00268,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00304,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA18:2)+NH4,TAG,0.00413,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA20:4)+NH4,TAG,0.0133,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA20:4)+NH4,TAG,0.00689,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA20:4)+NH4,TAG,0.00572,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA20:4)+NH4,TAG,0.00941,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA20:4)+NH4,TAG,0.0103,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA20:4)+NH4,TAG,0.012,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA20:4)+NH4,TAG,0.0192,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA20:4)+NH4,TAG,0.00881,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA20:4)+NH4,TAG,0.00456,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA20:4)+NH4,TAG,0.00644,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00937,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00949,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00654,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00727,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00825,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.013,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00735,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00765,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.00974,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA20:4)+NH4,TAG,0.0134,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA20:5)+NH4,TAG,0.00416,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA20:5)+NH4,TAG,0.00426,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA20:5)+NH4,TAG,0.00235,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA20:5)+NH4,TAG,0.00437,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA20:5)+NH4,TAG,0.00322,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA20:5)+NH4,TAG,0.00761,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA20:5)+NH4,TAG,0.00391,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA20:5)+NH4,TAG,0.00438,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA20:5)+NH4,TAG,0.0043,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA20:5)+NH4,TAG,0.00156,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00481,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00303,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00422,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00319,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00449,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00658,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00377,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00433,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00576,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA20:5)+NH4,TAG,0.00234,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:5_FA22:5)+NH4,TAG,0.0062,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:5_FA22:5)+NH4,TAG,0.0053,1
20231228_Laezza_Lipidomics_#3,92,control,TAG(52:5_FA22:5)+NH4,TAG,0.00553,1
20231228_Laezza_Lipidomics_#4,105,control,TAG(52:5_FA22:5)+NH4,TAG,0.00345,1
20231228_Laezza_Lipidomics_#5,100,control,TAG(52:5_FA22:5)+NH4,TAG,0.0034,1
20231228_Laezza_Lipidomics_#6,52,control,TAG(52:5_FA22:5)+NH4,TAG,0.0103,1
20231228_Laezza_Lipidomics_#7,86,control,TAG(52:5_FA22:5)+NH4,TAG,0.0108,1
20231228_Laezza_Lipidomics_#8,97,control,TAG(52:5_FA22:5)+NH4,TAG,0.00375,1
20231228_Laezza_Lipidomics_#9,116,control,TAG(52:5_FA22:5)+NH4,TAG,0.00262,1
20231228_Laezza_Lipidomics_#10,101,control,TAG(52:5_FA22:5)+NH4,TAG,0.0015,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00224,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00244,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00354,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00232,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00287,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00423,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00322,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00413,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00336,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,TAG(52:5_FA22:5)+NH4,TAG,0.00619,1
20231228_Laezza_Lipidomics_#1,106,control,TAG(52:6_FA14:0)+NH4,TAG,0.00395,1
20231228_Laezza_Lipidomics_#2,82,control,TAG(52:6_FA14:0)+NH4,TAG,0.00395,1
